"TOA5","4175","CR6","4175","CR6.14.5.0 CR6-WIFI.05.03","CPU:single_polled_ARPA_1.05.CR6","28493","Sonic"
"TIMESTAMP","RECORD","u_1","v_1","w_1","Ts_1","SS_1","ChkSumF_1"
"TS","RN","m/s","m/s","m/s","C","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp"
"2026-03-26 03:46:04.85",21795250,1.447,3.384,2.56,7.17,"00",-1
"2026-03-26 03:46:04.9",21795251,1.168,3.172,2.431,6.93,"00",-1
"2026-03-26 03:46:04.95",21795252,0.663,3.446,2.193,6.98,"00",-1
"2026-03-26 03:46:05",21795253,1.608,3.746,3.384,8.07,"00",-1
"2026-03-26 03:46:05.05",21795254,-0.081,2.058,3.161,6.97,"00",-1
"2026-03-26 03:46:05.1",21795255,-0.199,3.125,2.848,6.93,"00",-1
"2026-03-26 03:46:05.15",21795256,-0.618,3.046,3.804,6.97,"00",-1
"2026-03-26 03:46:05.2",21795257,-0.567,3.071,3.796,6.92,"00",-1
"2026-03-26 03:46:05.25",21795258,-1.286,3.474,3.044,6.98,"00",-1
"2026-03-26 03:46:05.3",21795259,-0.902,3.324,2.878,6.98,"00",-1
"2026-03-26 03:46:05.35",21795260,-0.424,3.754,2.837,7,"00",-1
"2026-03-26 03:46:05.4",21795261,999.999,999.999,999.999,999.99,"03",-1
"2026-03-26 03:46:05.45",21795262,0.332,3.305,2.269,7.13,"00",-1
"2026-03-26 03:46:05.5",21795263,-0.193,2.86,2.266,6.87,"00",-1
"2026-03-26 03:46:05.55",21795264,0.572,2.269,2.429,7.03,"00",-1
"2026-03-26 03:46:05.6",21795265,0.776,3.14,1.273,7,"00",-1
"2026-03-26 03:46:05.65",21795266,0.36,3.051,1.671,7.08,"0B",-1
"2026-03-26 03:46:05.7",21795267,-0.114,3.205,1.338,7.12,"00",-1
"2026-03-26 03:46:05.75",21795268,-0.254,3.027,1.798,7.07,"00",-1
"2026-03-26 03:46:05.8",21795269,-0.336,2.614,1.423,7.03,"00",-1
"2026-03-26 03:46:05.85",21795270,-1.105,3.195,1.602,6.88,"00",-1
"2026-03-26 03:46:05.9",21795271,-1.042,3.227,1.778,7.08,"00",-1
"2026-03-26 03:46:05.95",21795272,-0.764,3.408,1.44,7.02,"00",-1
"2026-03-26 03:46:06",21795273,-0.653,3.603,1.532,7.07,"00",-1
"2026-03-26 03:46:06.05",21795274,-0.417,3.853,1.472,7.02,"00",-1
"2026-03-26 03:46:06.1",21795275,-0.486,3.666,1.258,7.08,"00",-1
"2026-03-26 03:46:06.15",21795276,-0.038,3.834,1.153,7.02,"00",-1
"2026-03-26 03:46:06.2",21795277,0.167,3.901,0.906,7.13,"00",-1
"2026-03-26 03:46:06.25",21795278,0.178,3.877,0.985,6.93,"00",-1
"2026-03-26 03:46:06.3",21795279,0.329,4.137,0.54,7.07,"00",-1
"2026-03-26 03:46:06.35",21795280,0.951,3.868,0.692,7,"00",-1
"2026-03-26 03:46:06.4",21795281,0.634,3.916,0.738,7.22,"0B",-1
"2026-03-26 03:46:06.45",21795282,2.689,2.992,-0.896,6.18,"00",-1
"2026-03-26 03:46:06.5",21795283,1.003,3.637,0.143,7.17,"00",-1
"2026-03-26 03:46:06.55",21795284,1.739,3.78,0.345,6.98,"00",-1
"2026-03-26 03:46:06.6",21795285,3.678,2.359,-0.836,6.63,"00",-1
"2026-03-26 03:46:06.65",21795286,1.609,3.775,-0.214,6.93,"0B",-1
"2026-03-26 03:46:06.7",21795287,1.757,3.526,-0.061,7.15,"00",-1
"2026-03-26 03:46:06.75",21795288,999.999,999.999,999.999,999.99,"03",-1
"2026-03-26 03:46:06.8",21795289,1.547,3.216,-0.4,7.07,"00",-1
"2026-03-26 03:46:06.85",21795290,1.167,2.887,0.178,7.05,"00",-1
"2026-03-26 03:46:06.9",21795291,2.044,2.924,0.475,7.18,"00",-1
"2026-03-26 03:46:06.95",21795292,2.138,2.826,0.243,7.03,"00",-1
"2026-03-26 03:46:07",21795293,2.013,2.721,0.54,7.13,"00",-1
"2026-03-26 03:46:07.05",21795294,3.141,3.327,0.141,6.92,"00",-1
"2026-03-26 03:46:07.1",21795295,2.377,4.091,-0.839,7.27,"00",-1
"2026-03-26 03:46:07.15",21795296,1.431,4.159,-0.166,6.93,"00",-1
"2026-03-26 03:46:07.2",21795297,1.917,4.312,-0.592,7.42,"00",-1
"2026-03-26 03:46:07.25",21795298,2.119,4.046,-0.195,7.38,"00",-1
"2026-03-26 03:46:07.3",21795299,2.143,3.624,-0.175,7.33,"00",-1
"2026-03-26 03:46:07.35",21795300,2.333,3.43,-0.052,7.23,"00",-1
"2026-03-26 03:46:07.4",21795301,2.51,3.237,-0.266,7.42,"0B",-1
"2026-03-26 03:46:07.45",21795302,2.558,3.162,-0.291,7.4,"00",-1
"2026-03-26 03:46:07.5",21795303,2.535,3.687,0.292,7.28,"00",-1
"2026-03-26 03:46:07.55",21795304,2.301,3.456,0.031,7.2,"00",-1
"2026-03-26 03:46:07.6",21795305,1.04,2.986,-1.344,7.32,"00",-1
"2026-03-26 03:46:07.65",21795306,999.999,999.999,999.999,999.99,"03",-1
"2026-03-26 03:46:07.7",21795307,0.762,2.924,-1.155,7.38,"00",-1
"2026-03-26 03:46:07.75",21795308,0.523,3.358,-0.555,7.2,"00",-1
"2026-03-26 03:46:07.8",21795309,1.204,3.295,-0.406,6.97,"00",-1
"2026-03-26 03:46:07.85",21795310,0.445,5.465,-1.602,6.23,"00",-1
"2026-03-26 03:46:07.9",21795311,0.149,3.488,-0.089,7.2,"00",-1
"2026-03-26 03:46:07.95",21795312,0.34,3.855,0.958,7.17,"00",-1
"2026-03-26 03:46:08",21795313,-0.126,4.275,0.273,7.18,"00",-1
"2026-03-26 03:46:08.05",21795314,0.31,4.188,0.441,7.05,"00",-1
"2026-03-26 03:46:08.1",21795315,0.604,4.03,0.518,6.93,"00",-1
"2026-03-26 03:46:08.15",21795316,0.263,4.197,0.549,7.1,"00",-1
"2026-03-26 03:46:08.2",21795317,0.261,4.239,1.068,7.05,"00",-1
"2026-03-26 03:46:08.25",21795318,999.999,999.999,999.999,999.99,"03",-1
"2026-03-26 03:46:08.3",21795319,999.999,999.999,999.999,999.99,"03",-1
"2026-03-26 03:46:08.35",21795320,-1.448,3.736,1.017,7.2,"00",-1
"2026-03-26 03:46:08.4",21795321,-1.637,3.499,1.244,7.12,"00",-1
"2026-03-26 03:46:08.45",21795322,-1.446,3.352,0.728,7.18,"00",-1
"2026-03-26 03:46:08.5",21795323,-1.782,3.68,1.009,7.13,"00",-1
"2026-03-26 03:46:08.55",21795324,-1.631,3.553,1.018,7.1,"00",-1
"2026-03-26 03:46:08.6",21795325,-1.693,3.653,1.473,7.13,"00",-1
"2026-03-26 03:46:08.65",21795326,-1.79,3.214,1.882,7.62,"00",-1
"2026-03-26 03:46:08.7",21795327,-1.572,3.441,1.601,7.18,"0B",-1
"2026-03-26 03:46:08.75",21795328,-1.107,4.336,2.133,7.27,"00",-1
"2026-03-26 03:46:08.8",21795329,-0.88,3.347,2.058,7.1,"00",-1
"2026-03-26 03:46:08.85",21795330,-1.34,3.298,1.83,7.08,"00",-1
"2026-03-26 03:46:08.9",21795331,999.999,999.999,999.999,999.99,"03",-1
"2026-03-26 03:46:08.95",21795332,-1.469,3.723,1.558,7.17,"00",-1
"2026-03-26 03:46:09",21795333,999.999,999.999,999.999,999.99,"03",-1
"2026-03-26 03:46:09.05",21795334,-1.29,3.4,2.286,6.93,"00",-1
"2026-03-26 03:46:09.1",21795335,-1.175,3.147,2.096,7.02,"00",-1
"2026-03-26 03:46:09.15",21795336,-1.567,3.042,1.568,6.97,"00",-1
"2026-03-26 03:46:09.2",21795337,999.999,999.999,999.999,999.99,"03",-1
"2026-03-26 03:46:09.25",21795338,-1.631,4.691,0.623,7.03,"00",-1
"2026-03-26 03:46:09.3",21795339,-1.771,4.597,0.838,7.08,"00",-1
"2026-03-26 03:46:09.35",21795340,-1.676,4.1,0.855,7.37,"00",-1
"2026-03-26 03:46:09.4",21795341,-1.561,3.929,0.969,7.08,"00",-1
"2026-03-26 03:46:09.45",21795342,-1.286,4.094,0.906,7.07,"00",-1
"2026-03-26 03:46:09.5",21795343,999.999,999.999,999.999,999.99,"03",-1
"2026-03-26 03:46:09.55",21795344,-0.448,3.841,0.745,7.07,"00",-1
"2026-03-26 03:46:09.6",21795345,-1.026,3.345,1.141,7.12,"00",-1
"2026-03-26 03:46:09.65",21795346,-0.865,3.626,0.273,7.03,"00",-1
"2026-03-26 03:46:09.7",21795347,-0.962,3.642,0.343,7.58,"00",-1
"2026-03-26 03:46:09.75",21795348,-1.597,3.377,0.569,7.08,"00",-1
"2026-03-26 03:46:09.8",21795349,-1.486,3.248,0.301,7.12,"00",-1
"2026-03-26 03:46:09.85",21795350,999.999,999.999,999.999,999.99,"03",-1
"2026-03-26 03:46:09.9",21795351,999.999,999.999,999.999,999.99,"02",-1
"2026-03-26 03:46:09.95",21795352,-0.935,3.273,0.376,7.03,"00",-1
"2026-03-26 03:46:10",21795353,-1.354,3.36,0.202,7.08,"00",-1
"2026-03-26 03:46:10.05",21795354,-2.628,4.127,1.816,8.07,"00",-1
"2026-03-26 03:46:10.1",21795355,-0.745,2.789,0.878,7.18,"0B",-1
"2026-03-26 03:46:10.15",21795356,-1.407,2.605,0.398,6.48,"00",-1
"2026-03-26 03:46:10.2",21795357,-1.096,2.954,0.874,7.05,"00",-1
"2026-03-26 03:46:10.25",21795358,-0.968,2.944,0.941,7.03,"00",-1
"2026-03-26 03:46:10.3",21795359,-0.405,3.107,1.111,7.03,"00",-1
"2026-03-26 03:46:10.35",21795360,-0.31,3.438,0.926,7.1,"00",-1
"2026-03-26 03:46:10.4",21795361,-0.36,3.495,1.414,7.07,"00",-1
"2026-03-26 03:46:10.45",21795362,999.999,999.999,999.999,999.99,"03",-1
"2026-03-26 03:46:10.5",21795363,-0.225,4.309,1.682,7.15,"00",-1
"2026-03-26 03:46:10.55",21795364,0.097,5.091,1.486,7.05,"00",-1
"2026-03-26 03:46:10.6",21795365,999.999,999.999,999.999,999.99,"03",-1
"2026-03-26 03:46:10.65",21795366,-0.03,4.793,1.59,7.05,"00",-1
"2026-03-26 03:46:10.7",21795367,0.048,4.518,1.566,7.12,"00",-1
"2026-03-26 03:46:10.75",21795368,-0.009,4.72,1.868,6.97,"00",-1
"2026-03-26 03:46:10.8",21795369,0.411,5.088,2.261,7.08,"00",-1
"2026-03-26 03:46:10.85",21795370,0.426,5.028,2.33,7.07,"00",-1
"2026-03-26 03:46:10.9",21795371,0.406,5.359,2.476,7.05,"00",-1
"2026-03-26 03:46:10.95",21795372,0.613,5.728,1.895,6.98,"00",-1
"2026-03-26 03:46:11",21795373,0.77,5.747,1.63,6.93,"00",-1
"2026-03-26 03:46:11.05",21795374,1.316,5.782,2.265,7,"00",-1
"2026-03-26 03:46:11.1",21795375,1.107,5.498,1.354,7.03,"00",-1
"2026-03-26 03:46:11.15",21795376,1.257,5.528,1.826,6.67,"00",-1
"2026-03-26 03:46:11.2",21795377,1.538,5.405,2.667,6.95,"00",-1
"2026-03-26 03:46:11.25",21795378,1.909,5.696,1.599,7,"00",-1
"2026-03-26 03:46:11.3",21795379,1.64,5.444,1.321,7.05,"00",-1
"2026-03-26 03:46:11.35",21795380,1.211,5.242,1.605,7.03,"00",-1
"2026-03-26 03:46:11.4",21795381,0.585,5.572,2.438,6.95,"00",-1
"2026-03-26 03:46:11.45",21795382,-0.483,5.47,1.409,7.05,"00",-1
"2026-03-26 03:46:11.5",21795383,-0.023,5.091,1.991,6.83,"00",-1
"2026-03-26 03:46:11.55",21795384,0.173,5.194,1.987,6.97,"00",-1
"2026-03-26 03:46:11.6",21795385,0.841,5.208,1.654,6.93,"00",-1
"2026-03-26 03:46:11.65",21795386,0.656,5.603,0.996,6.97,"00",-1
"2026-03-26 03:46:11.7",21795387,-0.208,5.726,1.13,6.93,"00",-1
"2026-03-26 03:46:11.75",21795388,-0.029,5.772,1.208,6.95,"00",-1
"2026-03-26 03:46:11.8",21795389,0.222,6.156,1.226,6.92,"00",-1
"2026-03-26 03:46:11.85",21795390,0.417,6.189,0.409,7.15,"00",-1
"2026-03-26 03:46:11.9",21795391,-0.303,5.995,0.524,7.05,"00",-1
"2026-03-26 03:46:11.95",21795392,999.999,999.999,999.999,999.99,"03",-1
"2026-03-26 03:46:12",21795393,-0.81,5.711,0.294,6.93,"00",-1
"2026-03-26 03:46:12.05",21795394,999.999,999.999,999.999,999.99,"03",-1
"2026-03-26 03:46:12.1",21795395,-1.373,5.483,0.81,6.95,"00",-1
"2026-03-26 03:46:12.15",21795396,-1.181,4.737,0.636,7,"00",-1
"2026-03-26 03:46:12.2",21795397,-0.666,4.736,1.024,6.98,"00",-1
"2026-03-26 03:46:12.25",21795398,-0.216,4.851,1.31,7.05,"00",-1
"2026-03-26 03:46:12.3",21795399,-0.665,4.933,1.806,6.97,"00",-1
"2026-03-26 03:46:12.35",21795400,-0.871,4.915,1.113,7,"00",-1
"2026-03-26 03:46:12.4",21795401,-0.365,4.737,1.913,6.98,"00",-1
"2026-03-26 03:46:12.45",21795402,0.145,4.365,2.398,7.02,"00",-1
"2026-03-26 03:46:12.5",21795403,-0.005,4.392,2.272,6.95,"00",-1
"2026-03-26 03:46:12.55",21795404,999.999,999.999,999.999,999.99,"02",-1
"2026-03-26 03:46:12.6",21795405,0.156,5.002,1.875,6.87,"00",-1
"2026-03-26 03:46:12.65",21795406,0.272,4.937,2.206,6.88,"00",-1
"2026-03-26 03:46:12.7",21795407,999.999,999.999,999.999,999.99,"03",-1
"2026-03-26 03:46:12.75",21795408,0.598,5.329,2.079,7.03,"00",-1
"2026-03-26 03:46:12.8",21795409,-0.066,4.929,1.712,6.9,"00",-1
"2026-03-26 03:46:12.85",21795410,-0.583,5.043,1.424,6.97,"00",-1
"2026-03-26 03:46:12.9",21795411,-0.478,4.756,1.591,6.87,"00",-1
"2026-03-26 03:46:12.95",21795412,-0.347,4.62,1.613,7,"00",-1
"2026-03-26 03:46:13",21795413,-0.362,4.659,1.716,6.92,"00",-1
"2026-03-26 03:46:13.05",21795414,-0.038,4.638,1.679,6.95,"00",-1
"2026-03-26 03:46:13.1",21795415,-0.352,4.696,1.912,6.9,"00",-1
"2026-03-26 03:46:13.15",21795416,-0.256,4.714,1.884,7,"00",-1
"2026-03-26 03:46:13.2",21795417,0.242,4.382,1.751,6.97,"00",-1
"2026-03-26 03:46:13.25",21795418,-0.885,5.123,0.657,7.1,"00",-1
"2026-03-26 03:46:13.3",21795419,0.047,4.48,0.645,6.97,"00",-1
"2026-03-26 03:46:13.35",21795420,0.05,4.715,1.26,7.1,"00",-1
"2026-03-26 03:46:13.4",21795421,-0.093,4.743,1.094,6.98,"00",-1
"2026-03-26 03:46:13.45",21795422,-0.112,5.167,0.099,6.98,"00",-1
"2026-03-26 03:46:13.5",21795423,-1.432,4.939,-1.607,7.22,"00",-1
"2026-03-26 03:46:13.55",21795424,-1.191,5.404,-0.847,7.22,"00",-1
"2026-03-26 03:46:13.6",21795425,-0.528,4.372,-0.181,7.1,"00",-1
"2026-03-26 03:46:13.65",21795426,0.532,3.916,-0.297,7.08,"00",-1
"2026-03-26 03:46:13.7",21795427,0.941,4.208,-0.189,7.05,"00",-1
"2026-03-26 03:46:13.75",21795428,1.545,4.611,-0.18,7.08,"00",-1
"2026-03-26 03:46:13.8",21795429,1.52,4.691,-0.326,7.1,"00",-1
"2026-03-26 03:46:13.85",21795430,0.187,5.04,0.016,7.18,"00",-1
"2026-03-26 03:46:13.9",21795431,0.373,4.347,-0.85,7.43,"00",-1
"2026-03-26 03:46:13.95",21795432,0.224,3.515,-0.255,7.08,"00",-1
"2026-03-26 03:46:14",21795433,-0.327,3.973,1.11,7.08,"00",-1
"2026-03-26 03:46:14.05",21795434,0.768,4.669,-0.182,7.4,"00",-1
"2026-03-26 03:46:14.1",21795435,-0.031,5.298,-0.054,7.42,"00",-1
"2026-03-26 03:46:14.15",21795436,999.999,999.999,999.999,999.99,"03",-1
"2026-03-26 03:46:14.2",21795437,0.623,4.595,-0.733,6.23,"00",-1
"2026-03-26 03:46:14.25",21795438,-2.607,5.188,0.621,6.75,"00",-1
"2026-03-26 03:46:14.3",21795439,999.999,999.999,999.999,999.99,"03",-1
"2026-03-26 03:46:14.35",21795440,-1.586,5.823,1.438,7.18,"00",-1
"2026-03-26 03:46:14.4",21795441,-1.997,5.946,0.478,7.22,"00",-1
"2026-03-26 03:46:14.45",21795442,-1.896,5.887,0.777,7.25,"0B",-1
"2026-03-26 03:46:14.5",21795443,0.988,6.777,0.473,7.23,"00",-1
"2026-03-26 03:46:14.55",21795444,0.348,6.061,-0.209,7.13,"00",-1
"2026-03-26 03:46:14.6",21795445,0.347,6.388,0.783,7.27,"00",-1
"2026-03-26 03:46:14.65",21795446,-0.584,7.677,1.018,7.03,"00",-1
"2026-03-26 03:46:14.7",21795447,-0.435,10.073,2.125,6.98,"00",-1
"2026-03-26 03:46:14.75",21795448,-0.816,9.665,0.174,7.28,"00",-1
"2026-03-26 03:46:14.8",21795449,-0.64,9.04,-0.023,7.35,"00",-1
"2026-03-26 03:46:14.85",21795450,-0.527,8.742,-0.364,7.18,"00",-1
"2026-03-26 03:46:14.9",21795451,-0.826,8.92,0.212,7.18,"00",-1
"2026-03-26 03:46:14.95",21795452,-0.684,9.685,-0.319,7.4,"00",-1
"2026-03-26 03:46:15",21795453,999.999,999.999,999.999,999.99,"03",-1
"2026-03-26 03:46:15.05",21795454,-1.284,8.85,-0.135,7.25,"00",-1
"2026-03-26 03:46:15.1",21795455,-1.066,8.136,-0.224,7.2,"00",-1
"2026-03-26 03:46:15.15",21795456,-0.21,8.165,-0.614,7.33,"00",-1
"2026-03-26 03:46:15.2",21795457,999.999,999.999,999.999,999.99,"03",-1
"2026-03-26 03:46:15.25",21795458,-0.651,7.603,-0.806,7.32,"00",-1
"2026-03-26 03:46:15.3",21795459,-0.376,8.67,-0.855,7.33,"00",-1
"2026-03-26 03:46:15.35",21795460,-0.372,9.203,-0.842,7.33,"00",-1
"2026-03-26 03:46:15.4",21795461,0.837,8.699,-0.674,7.32,"00",-1
"2026-03-26 03:46:15.45",21795462,1.523,9.525,-1.364,7.25,"00",-1
"2026-03-26 03:46:15.5",21795463,0.992,9.24,-1.261,7.38,"00",-1
"2026-03-26 03:46:15.55",21795464,-0.502,8.956,-2.055,7.2,"00",-1
"2026-03-26 03:46:15.6",21795465,-1.63,8.495,0.012,7.23,"00",-1
"2026-03-26 03:46:15.65",21795466,-2.071,8.515,1.202,7.22,"00",-1
"2026-03-26 03:46:15.7",21795467,-1.271,8.242,1.118,7.18,"00",-1
"2026-03-26 03:46:15.75",21795468,-0.026,8.62,0.399,6.93,"00",-1
"2026-03-26 03:46:15.8",21795469,-1.409,9.153,1.074,7.12,"00",-1
"2026-03-26 03:46:15.85",21795470,-1.687,9.764,1.551,7.17,"00",-1
"2026-03-26 03:46:15.9",21795471,-1.932,8.713,0.131,7.25,"00",-1
"2026-03-26 03:46:15.95",21795472,-0.618,8.218,-0.307,7.38,"00",-1
"2026-03-26 03:46:16",21795473,-0.311,8.134,-0.687,7.03,"00",-1
"2026-03-26 03:46:16.05",21795474,1.032,8.332,0.067,6.78,"00",-1
"2026-03-26 03:46:16.1",21795475,0.89,7.662,-1.82,7.15,"00",-1
"2026-03-26 03:46:16.15",21795476,0.256,8.185,-0.537,6.97,"00",-1
"2026-03-26 03:46:16.2",21795477,0.871,8.392,-0.532,7.38,"00",-1
"2026-03-26 03:46:16.25",21795478,999.999,999.999,999.999,999.99,"03",-1
"2026-03-26 03:46:16.3",21795479,-1.881,11.834,2.423,6.88,"00",-1
"2026-03-26 03:46:16.35",21795480,-2.296,10.179,2.189,6.77,"00",-1
"2026-03-26 03:46:16.4",21795481,-1.416,10.671,2.142,7.05,"00",-1
"2026-03-26 03:46:16.45",21795482,-3.292,9.741,2.044,7.08,"00",-1
"2026-03-26 03:46:16.5",21795483,-2.455,8.102,2.669,7.38,"00",-1
"2026-03-26 03:46:16.55",21795484,-3.124,8.42,2.182,7.18,"00",-1
"2026-03-26 03:46:16.6",21795485,-2.328,7.807,1.971,7.2,"00",-1
"2026-03-26 03:46:16.65",21795486,-3.103,7.892,1.554,7.12,"00",-1
"2026-03-26 03:46:16.7",21795487,-2.74,7.748,0.948,7.2,"00",-1
"2026-03-26 03:46:16.75",21795488,-2.777,8.348,1.62,7.03,"00",-1
"2026-03-26 03:46:16.8",21795489,-2.258,8.78,1.519,6.93,"00",-1
"2026-03-26 03:46:16.85",21795490,-2.145,8.024,1.965,7.08,"00",-1
"2026-03-26 03:46:16.9",21795491,-1.42,8.13,2.512,7.18,"00",-1
"2026-03-26 03:46:16.95",21795492,-1.655,7.127,0.885,7.1,"00",-1
"2026-03-26 03:46:17",21795493,-2.491,7.396,1.817,7.27,"00",-1
"2026-03-26 03:46:17.05",21795494,-2.313,6.783,1.528,7.03,"00",-1
"2026-03-26 03:46:17.1",21795495,-2.264,6.352,1.729,7.27,"00",-1
"2026-03-26 03:46:17.15",21795496,-1.993,5.68,1.126,7.18,"00",-1
"2026-03-26 03:46:17.2",21795497,-2.401,5.181,1.245,7.1,"00",-1
"2026-03-26 03:46:17.25",21795498,-1.991,5.651,1.517,7.03,"00",-1
"2026-03-26 03:46:17.3",21795499,999.999,999.999,999.999,999.99,"03",-1
"2026-03-26 03:46:17.35",21795500,-0.343,6.404,0.624,7.18,"00",-1
"2026-03-26 03:46:17.4",21795501,-0.217,5.749,0.436,7.22,"00",-1
"2026-03-26 03:46:17.45",21795502,-0.811,5.286,0.709,7.22,"00",-1
"2026-03-26 03:46:17.5",21795503,0.082,5.321,1.74,7,"00",-1
"2026-03-26 03:46:17.55",21795504,-0.864,5.471,1.342,7.08,"00",-1
"2026-03-26 03:46:17.6",21795505,-1.081,5.058,2.108,7.2,"00",-1
"2026-03-26 03:46:17.65",21795506,0.147,5.954,1.715,7.17,"00",-1
"2026-03-26 03:46:17.7",21795507,-0.314,6.587,1.203,7.1,"00",-1
"2026-03-26 03:46:17.75",21795508,-0.562,6.876,1.655,7.2,"00",-1
"2026-03-26 03:46:17.8",21795509,-0.29,6.488,1.922,7.2,"00",-1
"2026-03-26 03:46:17.85",21795510,-0.923,6.84,1.312,7.25,"00",-1
"2026-03-26 03:46:17.9",21795511,0.493,6.533,1.181,6.9,"00",-1
"2026-03-26 03:46:17.95",21795512,-0.302,6.747,1.014,7.28,"00",-1
"2026-03-26 03:46:18",21795513,-0.181,5.878,0.812,7.22,"00",-1
"2026-03-26 03:46:18.05",21795514,-1.253,6.328,1.015,7.25,"00",-1
"2026-03-26 03:46:18.1",21795515,-0.756,6.283,1.092,7.38,"00",-1
"2026-03-26 03:46:18.15",21795516,-0.831,6.582,0.894,7.4,"00",-1
"2026-03-26 03:46:18.2",21795517,-0.882,6.437,0.286,7.15,"0B",-1
"2026-03-26 03:46:18.25",21795518,-1.014,6.124,-0.265,7.2,"00",-1
"2026-03-26 03:46:18.3",21795519,-1.378,6.777,0.468,6.78,"00",-1
"2026-03-26 03:46:18.35",21795520,-1.47,6.271,0.746,7.35,"00",-1
"2026-03-26 03:46:18.4",21795521,-1.409,6.494,1.804,7.17,"00",-1
"2026-03-26 03:46:18.45",21795522,-0.618,7.066,-0.344,7.15,"00",-1
"2026-03-26 03:46:18.5",21795523,-0.527,6.865,-0.17,6.95,"00",-1
"2026-03-26 03:46:18.55",21795524,-1.611,6.107,-2.033,7.2,"00",-1
"2026-03-26 03:46:18.6",21795525,999.999,999.999,999.999,999.99,"03",-1
"2026-03-26 03:46:18.65",21795526,-4.073,6.07,-0.943,7.18,"00",-1
"2026-03-26 03:46:18.7",21795527,-3.121,6.53,-0.238,7.02,"00",-1
"2026-03-26 03:46:18.75",21795528,-1.776,6.141,-1.759,6.5,"00",-1
"2026-03-26 03:46:18.8",21795529,-3.656,6.513,-1.314,6.5,"00",-1
"2026-03-26 03:46:18.85",21795530,999.999,999.999,999.999,999.99,"02",-1
"2026-03-26 03:46:18.9",21795531,999.999,999.999,999.999,999.99,"03",-1
"2026-03-26 03:46:18.95",21795532,-4.023,6.176,-3.611,6.88,"00",-1
"2026-03-26 03:46:19",21795533,-3.069,7.179,-3.128,7.32,"00",-1
"2026-03-26 03:46:19.05",21795534,-2.741,6.594,-1.978,7.52,"00",-1
"2026-03-26 03:46:19.1",21795535,-3.169,8.009,-1.021,7.35,"0B",-1
"2026-03-26 03:46:19.15",21795536,-2.833,8.108,-0.442,7.28,"00",-1
"2026-03-26 03:46:19.2",21795537,999.999,999.999,999.999,999.99,"03",-1
"2026-03-26 03:46:19.25",21795538,-2.983,7.552,-0.959,7.47,"00",-1
"2026-03-26 03:46:19.3",21795539,-3.415,8.286,-0.357,7.25,"00",-1
"2026-03-26 03:46:19.35",21795540,-3.038,8.146,-0.735,7.17,"00",-1
"2026-03-26 03:46:19.4",21795541,-2.972,8.142,-0.83,7.23,"00",-1
"2026-03-26 03:46:19.45",21795542,-3.867,7.568,-0.355,7.1,"00",-1
"2026-03-26 03:46:19.5",21795543,999.999,999.999,999.999,999.99,"03",-1
"2026-03-26 03:46:19.55",21795544,999.999,999.999,999.999,999.99,"03",-1
"2026-03-26 03:46:19.6",21795545,-2.835,7.097,-1.56,7.65,"00",-1
"2026-03-26 03:46:19.65",21795546,-2.197,6.764,-0.513,7.25,"00",-1
"2026-03-26 03:46:19.7",21795547,-2.315,6.542,-0.773,6.75,"00",-1
"2026-03-26 03:46:19.75",21795548,-0.999,6.581,0.348,7.15,"00",-1
"2026-03-26 03:46:19.8",21795549,-1.178,6.314,0.365,7.42,"00",-1
"2026-03-26 03:46:19.85",21795550,999.999,999.999,999.999,999.99,"03",-1
"2026-03-26 03:46:19.9",21795551,-0.639,5.387,-0.424,7.15,"00",-1
"2026-03-26 03:46:19.95",21795552,-1.454,7.744,0.415,8.04,"00",-1
"2026-03-26 03:46:20",21795553,999.999,999.999,999.999,999.99,"03",-1
"2026-03-26 03:46:20.05",21795554,0.893,6.646,1.344,7.1,"00",-1
"2026-03-26 03:46:20.1",21795555,0.691,6.535,1.351,6.95,"00",-1
"2026-03-26 03:46:20.15",21795556,-0.811,7.187,1.936,8.44,"00",-1
"2026-03-26 03:46:20.2",21795557,999.999,999.999,999.999,999.99,"03",-1
"2026-03-26 03:46:20.25",21795558,-1.124,6.031,-0.567,7.27,"00",-1
"2026-03-26 03:46:20.3",21795559,-2.191,5.577,-0.773,7.1,"00",-1
"2026-03-26 03:46:20.35",21795560,-2.7,5.8,-0.786,7.63,"00",-1
"2026-03-26 03:46:20.4",21795561,-3.177,5.213,-0.511,7.23,"00",-1
"2026-03-26 03:46:20.45",21795562,-3.101,4.927,-0.496,7.02,"00",-1
"2026-03-26 03:46:20.5",21795563,-2.329,4.936,-0.554,7.05,"00",-1
"2026-03-26 03:46:20.55",21795564,-1.462,5.065,-0.839,7.18,"00",-1
"2026-03-26 03:46:20.6",21795565,-1.805,4.774,1.079,7.2,"0B",-1
"2026-03-26 03:46:20.65",21795566,-1.636,6.308,0.991,7.12,"00",-1
"2026-03-26 03:46:20.7",21795567,-0.658,8.095,0.234,7.38,"00",-1
"2026-03-26 03:46:20.75",21795568,-1.033,8.055,-0.318,7.27,"00",-1
"2026-03-26 03:46:20.8",21795569,-1.526,7.84,-0.375,7.07,"00",-1
"2026-03-26 03:46:20.85",21795570,-1.487,7.769,-0.059,7.2,"00",-1
"2026-03-26 03:46:20.9",21795571,-1.36,8.478,-0.136,7.2,"00",-1
"2026-03-26 03:46:20.95",21795572,-1.867,8.472,-0.355,7.25,"00",-1
